Adjusted for Inflation Title,Adjusted for Inflation Notes,Year Date,Metric Filter,Format Value # (Billion),Format Value # (Million),Adjusted for Inflation Flag,Value (For Charting),Axis (1),Label for Button (Pie),Billions (Show Totals),Millions (Show Totals),Format (copy),Format,Metric,Number of Records,Year,Value (Actual),Value (Actual) (copy),Year (copy)
,,1976,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1976,,,1976
,,1977,Value,,,,,1,View Single Year,,,CD,CD,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1977,,,1977
,,1977,Value,,$36.9M,,36.9,1,View Single Year,,36.9M,Cassette,Cassette,Units,1,1977,$37M,$37M,1977
,,1977,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1977,,,1977
,,1977,Value,,$344.0M,,344,1,View Single Year,,344.0M,LP/EP,LP/EP,Units,1,1977,$344M,$344M,1977
,,1977,Value,,$190.0M,,190,1,View Single Year,,190.0M,Vinyl Single,Vinyl Single,Units,1,1977,$190M,$190M,1977
,,1977,Value,,$127.3M,,127.3,1,View Single Year,,127.3M,8 - Track,8 - Track,Units,1,1977,$127M,$127M,1977
,,1977,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,,,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,CD,CD,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1977,,,1977
,,1977,Value,,$249.6M,,249.6,1,View Single Year,,249.6M,Cassette,Cassette,Value,1,1977,$250M,$250M,1977
,,1977,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,1977,,,1977
,,1977,Value,$2.2B,,,2195.1,1,View Single Year,2.2B,,LP/EP,LP/EP,Value,1,1977,"$2,195M","$2,195M",1977
,,1977,Value,,$245.1M,,245.1,1,View Single Year,,245.1M,Vinyl Single,Vinyl Single,Value,1,1977,$245M,$245M,1977
,,1977,Value,,$811.0M,,811,1,View Single Year,,811.0M,8 - Track,8 - Track,Value,1,1977,$811M,$811M,1977
,,1977,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,CD,CD,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1977,,,1977
,,1977,Value,$1.0B,,,1009.603168317,1,View Single Year,1.0B,,Cassette,Cassette,Value (Adjusted),1,1977,"$1,010M","$1,010M",1977
,,1977,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,1977,,,1977
,,1977,Value,$8.9B,,,8878.925940594,1,View Single Year,8.9B,,LP/EP,LP/EP,Value (Adjusted),1,1977,"$8,879M","$8,879M",1977
,,1977,Value,,$991.4M,,991.401188119,1,View Single Year,,991.4M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1977,$991M,$991M,1977
,,1977,Value,$3.3B,,,3280.401320132,1,View Single Year,3.3B,,8 - Track,8 - Track,Value (Adjusted),1,1977,"$3,280M","$3,280M",1977
,,1977,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1977,,,1977
,,1977,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1977,,,1977
,,1978,Value,,,,,1,View Single Year,,,CD,CD,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1978,,,1978
,,1978,Value,,$61.3M,,61.3,1,View Single Year,,61.3M,Cassette,Cassette,Units,1,1978,$61M,$61M,1978
,,1978,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1978,,,1978
,,1978,Value,,$341.3M,,341.3,1,View Single Year,,341.3M,LP/EP,LP/EP,Units,1,1978,$341M,$341M,1978
,,1978,Value,,$190.0M,,190,1,View Single Year,,190.0M,Vinyl Single,Vinyl Single,Units,1,1978,$190M,$190M,1978
,,1978,Value,,$133.6M,,133.6,1,View Single Year,,133.6M,8 - Track,8 - Track,Units,1,1978,$134M,$134M,1978
,,1978,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,,,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,CD,CD,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1978,,,1978
,,1978,Value,,$449.8M,,449.8,1,View Single Year,,449.8M,Cassette,Cassette,Value,1,1978,$450M,$450M,1978
,,1978,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,1978,,,1978
,,1978,Value,$2.5B,,,2473.3,1,View Single Year,2.5B,,LP/EP,LP/EP,Value,1,1978,"$2,473M","$2,473M",1978
,,1978,Value,,$260.3M,,260.3,1,View Single Year,,260.3M,Vinyl Single,Vinyl Single,Value,1,1978,$260M,$260M,1978
,,1978,Value,,$948.0M,,948,1,View Single Year,,948.0M,8 - Track,8 - Track,Value,1,1978,$948M,$948M,1978
,,1978,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,CD,CD,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1978,,,1978
,,1978,Value,$1.7B,,,1691.027239264,1,View Single Year,1.7B,,Cassette,Cassette,Value (Adjusted),1,1978,"$1,691M","$1,691M",1978
,,1978,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,1978,,,1978
,,1978,Value,$9.3B,,,9298.394110429,1,View Single Year,9.3B,,LP/EP,LP/EP,Value (Adjusted),1,1978,"$9,298M","$9,298M",1978
,,1978,Value,,$978.6M,,978.600245399,1,View Single Year,,978.6M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1978,$979M,$979M,1978
,,1978,Value,$3.6B,,,3564.014723926,1,View Single Year,3.6B,,8 - Track,8 - Track,Value (Adjusted),1,1978,"$3,564M","$3,564M",1978
,,1978,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1978,,,1978
,,1978,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1978,,,1978
,,1979,Value,,,,,1,View Single Year,,,CD,CD,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1979,,,1979
,,1979,Value,,$78.5M,,78.5,1,View Single Year,,78.5M,Cassette,Cassette,Units,1,1979,$79M,$79M,1979
,,1979,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1979,,,1979
,,1979,Value,,$290.0M,,290,1,View Single Year,,290.0M,LP/EP,LP/EP,Units,1,1979,$290M,$290M,1979
,,1979,Value,,$212.0M,,212,1,View Single Year,,212.0M,Vinyl Single,Vinyl Single,Units,1,1979,$212M,$212M,1979
,,1979,Value,,$102.3M,,102.3,1,View Single Year,,102.3M,8 - Track,8 - Track,Units,1,1979,$102M,$102M,1979
,,1979,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,,,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,CD,CD,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1979,,,1979
,,1979,Value,,$580.6M,,580.6,1,View Single Year,,580.6M,Cassette,Cassette,Value,1,1979,$581M,$581M,1979
,,1979,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,1979,,,1979
,,1979,Value,$2.1B,,,2057,1,View Single Year,2.1B,,LP/EP,LP/EP,Value,1,1979,"$2,057M","$2,057M",1979
,,1979,Value,,$353.6M,,353.6,1,View Single Year,,353.6M,Vinyl Single,Vinyl Single,Value,1,1979,$354M,$354M,1979
,,1979,Value,,$684.3M,,684.3,1,View Single Year,,684.3M,8 - Track,8 - Track,Value,1,1979,$684M,$684M,1979
,,1979,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,CD,CD,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1979,,,1979
,,1979,Value,$2.0B,,,1960.284738292,1,View Single Year,2.0B,,Cassette,Cassette,Value (Adjusted),1,1979,"$1,960M","$1,960M",1979
,,1979,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,1979,,,1979
,,1979,Value,$6.9B,,,6945.066666667,1,View Single Year,6.9B,,LP/EP,LP/EP,Value (Adjusted),1,1979,"$6,945M","$6,945M",1979
,,1979,Value,$1.2B,,,1193.862699725,1,View Single Year,1.2B,,Vinyl Single,Vinyl Single,Value (Adjusted),1,1979,"$1,194M","$1,194M",1979
,,1979,Value,$2.3B,,,2310.407933884,1,View Single Year,2.3B,,8 - Track,8 - Track,Value (Adjusted),1,1979,"$2,310M","$2,310M",1979
,,1979,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1979,,,1979
,,1979,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1979,,,1979
,,1980,Value,,,,,1,View Single Year,,,CD,CD,Units,1,1980,,,1980
,,1980,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1980,,,1980
,,1980,Value,,$99.0M,,99,1,View Single Year,,99.0M,Cassette,Cassette,Units,1,1980,$99M,$99M,1980
,,1980,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1980,,,1980
,,1980,Value,,$308.0M,,308,1,View Single Year,,308.0M,LP/EP,LP/EP,Units,1,1980,$308M,$308M,1980
,,1980,Value,,$157.0M,,157,1,View Single Year,,157.0M,Vinyl Single,Vinyl Single,Units,1,1980,$157M,$157M,1980
,,1980,Value,,$85.0M,,85,1,View Single Year,,85.0M,8 - Track,8 - Track,Units,1,1980,$85M,$85M,1980
,,1980,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1980,,,1980
